audit_speed,audit_length,audit_height,audit_width,audit_gap,audit_headway,audit_occupancy,vehicleClass
70.0,5200,1790,1730,1486,1701,264,4 ล้อ
90.0,4996,2380,670,1519,1667,198,4 ล้อ
45.0,5191,1970,1610,3564,3962,414,4 ล้อ
63.0,17848,3450,2640,4831,5028,1011,มากกว่า 6 
91.0,5200,1800,1510,334,482,214,4 ล้อ
69.0,16975,4410,2510,7259,7357,878,มากกว่า 6 
50.0,17000,3030,2500,4114,4478,1195,มากกว่า 6 
88.0,4006,1390,1580,6944,7091,163,4 ล้อ
78.0,8650,3320,2470,9101,9560,397,6 ล้อ
0.0,0,3710,2500,58951,60001,1801,มากกว่า 6 
76.0,19059,3420,2570,5458,5687,898,มากกว่า 6 
90.0,9841,3880,2570,7827,8042,391,6 ล้อ
99.0,3604,1110,1540,16885,17083,130,4 ล้อ
59.0,9340,3420,2530,12348,12740,563,6 ล้อ
70.0,16795,3580,2580,11641,12174,862,มากกว่า 6 
94.0,4349,1410,1530,1098,1261,165,4 ล้อ
89.0,3659,1440,1510,1568,1700,147,4 ล้อ
72.0,8000,2500,2130,4567,4748,395,6 ล้อ
109.0,4418,2370,1700,1633,1747,145,4 ล้อ
56.0,17532,4450,2480,8146,9006,1112,มากกว่า 6 
93.0,5167,1940,1430,3415,3562,198,4 ล้อ
66.0,16872,4060,2610,4930,5112,908,มากกว่า 6 
75.0,3407,1760,1690,1551,1749,163,4 ล้อ
55.0,9021,3430,2440,2502,2701,583,6 ล้อ
77.0,11035,2780,2130,3567,3749,515,มากกว่า 6 
99.0,4508,1760,1750,1384,1550,163,4 ล้อ
68.0,9131,2670,2450,14874,15265,482,6 ล้อ
65.0,15986,4440,2520,14085,14283,874,มากกว่า 6 
61.0,10412,3820,2580,600,815,613,6 ล้อ
105.0,4332,1430,1600,2815,2946,147,4 ล้อ
79.0,9452,3840,2470,1615,1813,425,6 ล้อ
64.0,12361,3950,2580,3571,4130,692,มากกว่า 6 
84.0,12500,3550,2540,1686,1900,583,มากกว่า 6 
78.0,18443,3410,2690,6348,6561,845,มากกว่า 6 
99.0,5026,1610,710,69033,69179,181,4 ล้อ
67.0,17993,3960,2560,8716,8878,958,มากกว่า 6 
88.0,12219,4280,2380,936,1101,496,มากกว่า 6 
64.0,8606,3100,2370,76042,77174,483,มากกว่า 6 
72.0,16427,3820,2620,1965,2162,810,มากกว่า 6 
48.0,4869,2170,1760,812,1128,363,4 ล้อ
75.0,8000,2500,1450,8195,8309,262,6 ล้อ
98.0,8000,3350,1700,48852,48950,260,6 ล้อ
100.0,3647,1410,1600,1450,1564,130,4 ล้อ
76.0,18940,3900,2700,3435,3928,897,มากกว่า 6 
80.0,4032,1740,1600,680,861,180,4 ล้อ
74.0,3743,1440,1520,2265,2463,181,4 ล้อ
92.0,4228,1390,1560,6917,7064,163,4 ล้อ
88.0,4428,1760,1660,934,1099,180,4 ล้อ
67.0,8000,2770,2490,3531,3796,378,6 ล้อ
52.0,17767,3520,2590,3844,5025,1209,มากกว่า 6 
81.0,4478,1870,1550,2631,2812,196,4 ล้อ
83.0,4183,1400,1240,1369,1551,181,4 ล้อ
64.0,9919,3810,2570,1086,1595,551,6 ล้อ
66.0,11561,3770,1700,1470,2098,627,6 ล้อ
112.0,5135,1590,1490,2447,2578,164,4 ล้อ
77.0,9254,3280,2490,12897,13506,429,6 ล้อ
72.0,10279,3430,2530,2513,2678,511,มากกว่า 6 
70.0,8000,3080,2320,3700,3914,330,6 ล้อ
110.0,3966,1890,1680,2866,3031,129,4 ล้อ
61.0,9912,3880,2440,5028,5292,580,6 ล้อ
40.0,9478,4020,2570,2681,3063,842,6 ล้อ
78.0,8614,3440,2410,3219,3400,397,6 ล้อ
65.0,9682,3890,2560,3929,4094,529,6 ล้อ
70.0,9672,3840,2600,9596,10009,492,6 ล้อ
78.0,9685,3720,2570,2101,2365,446,6 ล้อ
59.0,5200,1920,1770,1237,1552,315,4 ล้อ
79.0,9149,3760,2480,7263,7494,412,6 ล้อ
76.0,17312,3970,2580,1588,1750,813,มากกว่า 6 
67.0,3983,1340,1460,41208,41390,213,4 ล้อ
64.0,11180,3340,2570,5594,5825,627,มากกว่า 6 
70.0,8000,2860,2260,1383,1645,362,6 ล้อ
79.0,17884,4420,2480,2079,2565,812,มากกว่า 6 
76.0,11088,4380,2330,6479,6660,523,มากกว่า 6 
64.0,8000,3290,2450,685,884,376,6 ล้อ
102.0,3701,1410,1440,4617,4749,130,4 ล้อ
66.0,8000,2450,2340,1946,2459,412,6 ล้อ
76.0,11228,3760,2640,15153,15318,530,6 ล้อ
84.0,10098,3640,2600,1802,1950,428,6 ล้อ
57.0,4459,1870,1550,701,1082,281,4 ล้อ
102.0,5173,1910,1660,2786,2917,180,4 ล้อ
56.0,9530,3760,2510,5832,6247,609,6 ล้อ
74.0,17884,4400,2500,618,850,858,มากกว่า 6 
102.0,4615,1740,1620,1716,1914,162,4 ล้อ
75.0,8000,3410,1790,7277,7523,360,6 ล้อ
65.0,16920,4460,2560,5015,6078,928,มากกว่า 6 
94.0,3876,1370,1660,523,671,147,4 ล้อ
62.0,16708,3590,2440,15214,15364,962,มากกว่า 6 
76.0,11000,3620,2400,17020,17202,510,6 ล้อ
77.0,12165,3880,2650,2339,2551,563,มากกว่า 6 
88.0,4461,1820,1570,3332,3496,180,4 ล้อ
72.0,16171,4460,2530,9178,9327,808,มากกว่า 6 
73.0,5011,2840,1310,995,1210,245,4 ล้อ
66.0,9429,3920,2340,5746,6027,508,6 ล้อ
80.0,17961,3260,2620,3082,3230,799,มากกว่า 6 
104.0,5200,1590,1340,6414,6545,180,4 ล้อ
75.0,16329,4450,2490,2452,2683,778,มากกว่า 6 
69.0,4760,1810,1640,4445,4626,246,4 ล้อ
90.0,12405,3860,2170,11558,11705,492,6 ล้อ
75.0,9214,3650,2560,704,933,442,6 ล้อ
59.0,9586,3220,2570,2302,2915,579,มากกว่า 6 
109.0,4463,1380,1570,2964,3112,147,4 ล้อ
46.0,8472,3890,2520,2097,2493,658,6 ล้อ
70.0,16161,4060,2490,6313,6761,825,มากกว่า 6 
58.0,18000,4420,2510,28924,29089,1112,มากกว่า 6 
60.0,18618,4000,2720,2165,2380,1107,มากกว่า 6 
68.0,10193,3800,2610,16604,16768,534,6 ล้อ
77.0,4903,2600,1730,5842,6041,228,4 ล้อ
92.0,3355,1400,1249,4179,4310,130,4 ล้อ
81.0,8622,3510,2450,10442,10590,380,6 ล้อ
79.0,8012,3290,2420,4799,5028,360,6 ล้อ
64.0,9508,3800,2540,8546,8825,526,6 ล้อ
94.0,4288,1680,1480,3118,3314,163,4 ล้อ
84.0,4257,1440,1530,1037,1168,180,4 ล้อ
79.0,5075,1770,1700,1502,1700,230,4 ล้อ
80.0,9963,3830,2610,9124,9322,446,6 ล้อ
2.0,2500,1440,1300,2334,2633,247,4 ล้อ
58.0,8000,3950,2470,703,1197,491,มากกว่า 6 
79.0,2882,1970,1510,2698,2780,129,4 ล้อ
109.0,4441,1690,1770,2269,2416,146,4 ล้อ
38.0,8904,3330,2430,3180,3629,834,6 ล้อ
76.0,16026,4490,2500,4932,5081,757,มากกว่า 6 
66.0,10133,3750,2580,820,1800,552,6 ล้อ
62.0,9476,3730,2210,114932,115114,546,6 ล้อ
114.0,5200,2550,1130,1030,1095,196,4 ล้อ
39.0,17313,3380,2750,1952,2333,1594,มากกว่า 6 
70.0,8000,3030,2410,6876,7089,396,6 ล้อ
65.0,5000,1840,520,20814,20945,98,4 ล้อ
83.0,8432,3510,2530,837,1018,361,มากกว่า 6 
79.0,8276,3660,2550,17517,17664,375,มากกว่า 6 
57.0,16783,3610,2490,21711,21928,1050,มากกว่า 6 
65.0,9594,3850,2630,586,1000,526,6 ล้อ
85.0,4284,1450,1720,683,864,180,4 ล้อ
76.0,8000,3240,2480,2453,2698,343,6 ล้อ
104.0,4286,1670,1380,10397,10528,147,4 ล้อ
67.0,17504,4450,2460,2484,2860,928,มากกว่า 6 
110.0,4486,1770,1610,3764,3912,146,4 ล้อ
97.0,5000,2200,1200,42723,42903,162,4 ล้อ
94.0,8157,3750,1440,4096,4293,309,6 ล้อ
93.0,3805,1780,1670,587,736,146,4 ล้อ
81.0,4837,1830,1540,881,1063,213,4 ล้อ
74.0,5000,2260,1490,4131,4379,229,4 ล้อ
99.0,4483,2510,1510,1718,1867,162,4 ล้อ
89.0,4898,2070,1620,6113,6261,196,4 ล้อ
69.0,9649,3910,2590,4365,4580,496,6 ล้อ
95.0,4322,1770,1520,2367,2531,163,4 ล้อ
74.0,9462,3850,2600,1738,1967,458,6 ล้อ
86.0,8411,3320,2250,1984,2149,350,6 ล้อ
79.0,17114,4440,2310,1796,2044,779,มากกว่า 6 
66.0,15342,3730,2530,2641,3367,834,มากกว่า 6 
61.0,8000,2760,2330,3691,3906,413,6 ล้อ
68.0,10092,3930,2570,30321,30503,530,6 ล้อ
69.0,17956,4490,2490,1514,1729,929,มากกว่า 6 
67.0,20000,3900,2630,12190,13098,1080,มากกว่า 6 
77.0,8909,2890,2470,4098,4212,416,6 ล้อ
100.0,4102,1760,1490,43255,43387,147,4 ล้อ
101.0,3222,1530,1170,2604,2735,114,4 ล้อ
68.0,10465,3960,2530,0,0,546,มากกว่า 6 
71.0,15433,3710,2530,7098,7277,775,มากกว่า 6 
70.0,16950,4520,2560,7294,7526,862,มากกว่า 6 
103.0,4721,1580,1690,1452,1566,163,4 ล้อ
67.0,12500,3970,2310,39806,40620,667,มากกว่า 6 
92.0,4189,1640,1630,780,977,163,4 ล้อ
67.0,9591,3860,2580,3098,3280,508,6 ล้อ
75.0,9451,3700,2290,7361,7576,452,มากกว่า 6 
98.0,7192,3070,1320,25811,25942,262,6 ล้อ
88.0,9796,3880,2580,1250,1445,396,6 ล้อ
84.0,8000,2480,2240,7881,8028,328,6 ล้อ
70.0,17244,4080,2710,0,0,876,มากกว่า 6 
65.0,5147,1450,1680,1181,1412,281,4 ล้อ
72.0,13000,3580,2690,813,1693,636,มากกว่า 6 
70.0,17146,4130,2530,10125,10488,879,มากกว่า 6 
95.0,4293,2510,1840,967,1114,161,4 ล้อ
71.0,17011,3450,2520,10483,11341,858,มากกว่า 6 
85.0,12868,3880,2450,4096,5090,544,6 ล้อ
69.0,9239,3860,1970,4711,4907,475,6 ล้อ
61.0,3938,1410,1420,2082,2380,231,4 ล้อ
